product_name,sugar_g,carbs_g,calories,sodium_mg,fat_g,age_group,bmi_category,diabetes_type,label
"Ikan Mujahir / Mujair, segar",0.0,0.0,89.0,51.0,1.0,adult,overweight,2,Recommended
"Ikan Mujahir / Mujair, segar",0.0,0.0,89.0,51.0,1.0,elderly,normal,2,Recommended
"Ikan Mujahir / Mujair, segar",0.0,0.0,89.0,51.0,1.0,child,normal,1,Recommended
"Ikan Mujahir / Mujair, segar",0.0,0.0,89.0,51.0,1.0,child,normal,0,Recommended
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,adult,normal,0,Recommended
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,adult,overweight,0,Recommended
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,adult,normal,1,Caution
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,adult,overweight,2,Caution
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,elderly,normal,2,Caution
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,child,normal,1,Caution
"Talas pontianak, segar",0.0,36.4,163.0,14.0,0.5,child,normal,0,Recommended
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,adult,normal,0,Caution
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,adult,overweight,0,Caution
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,adult,normal,1,Not Recommended
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,adult,overweight,2,Not Recommended
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,elderly,normal,2,Not Recommended
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,child,normal,1,Not Recommended
Susu Rasa Taro,14.0,18.0,130.0,60.0,4.0,child,normal,0,Caution
Koya mirasa,0.0,82.2,370.0,0.0,1.0,adult,normal,0,Caution
Koya mirasa,0.0,82.2,370.0,0.0,1.0,adult,overweight,0,Caution
Koya mirasa,0.0,82.2,370.0,0.0,1.0,adult,normal,1,Not Recommended
Koya mirasa,0.0,82.2,370.0,0.0,1.0,adult,overweight,2,Not Recommended
Koya mirasa,0.0,82.2,370.0,0.0,1.0,elderly,normal,2,Not Recommended
Koya mirasa,0.0,82.2,370.0,0.0,1.0,child,normal,1,Not Recommended
Koya mirasa,0.0,82.2,370.0,0.0,1.0,child,normal,0,Caution
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,adult,normal,0,Recommended
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,adult,overweight,0,Caution
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,adult,normal,1,Caution
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,adult,overweight,2,Caution
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,elderly,normal,2,Caution
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,child,normal,1,Caution
Sasa tepung bakso goreng,0.0,21.0,90.0,910.0,0.0,child,normal,0,Recommended
Mizone,11.0,11.0,45.0,0.0,0.0,adult,normal,0,Recommended
Mizone,11.0,11.0,45.0,0.0,0.0,adult,overweight,0,Recommended
Mizone,11.0,11.0,45.0,0.0,0.0,adult,normal,1,Caution
Mizone,11.0,11.0,45.0,0.0,0.0,adult,overweight,2,Not Recommended
Mizone,11.0,11.0,45.0,0.0,0.0,elderly,normal,2,Not Recommended
Mizone,11.0,11.0,45.0,0.0,0.0,child,normal,1,Not Recommended
Mizone,11.0,11.0,45.0,0.0,0.0,child,normal,0,Recommended
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,adult,normal,0,Caution
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,adult,overweight,0,Caution
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,adult,normal,1,Not Recommended
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,adult,overweight,2,Not Recommended
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,elderly,normal,2,Not Recommended
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,child,normal,1,Not Recommended
Fillet o-fish,0.0,19.3,270.0,439.0,15.9,child,normal,0,Caution
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,adult,normal,0,Caution
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,adult,overweight,0,Caution
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,adult,normal,1,Not Recommended
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,adult,overweight,2,Not Recommended
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,elderly,normal,2,Not Recommended
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,child,normal,1,Not Recommended
"Beras giling var rojolele, mentah",0.0,77.1,357.0,34.0,1.7,child,normal,0,Caution
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,adult,normal,0,Caution
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,adult,overweight,0,Caution
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,adult,normal,1,Not Recommended
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,adult,overweight,2,Not Recommended
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,elderly,normal,2,Not Recommended
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,child,normal,1,Not Recommended
"Beras menir, mentah",0.0,73.0,362.0,90.0,4.4,child,normal,0,Caution
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,adult,normal,0,Recommended
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,adult,overweight,0,Recommended
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,adult,normal,1,Recommended
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,adult,overweight,2,Caution
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,elderly,normal,2,Caution
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,child,normal,1,Recommended
Monde Snack Gold,3.0,16.0,20.0,35.0,2.5,child,normal,0,Recommended
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,adult,normal,0,Recommended
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,adult,overweight,0,Recommended
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,adult,normal,1,Caution
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,adult,overweight,2,Caution
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,elderly,normal,2,Caution
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,child,normal,1,Caution
Mony Oats Dark Choco Flavour,4.0,7.0,50.0,15.0,20.0,child,normal,0,Recommended
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,adult,normal,0,Caution
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,adult,overweight,0,Caution
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,adult,normal,1,Not Recommended
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,adult,overweight,2,Not Recommended
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,elderly,normal,2,Not Recommended
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,child,normal,1,Not Recommended
"Kacang babi, kering",0.0,51.3,341.0,13.0,3.2,child,normal,0,Caution
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,adult,normal,0,Caution
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,adult,overweight,0,Caution
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,adult,normal,1,Not Recommended
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,adult,overweight,2,Not Recommended
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,elderly,normal,2,Not Recommended
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,child,normal,1,Not Recommended
Subway black forest ham sandwich,8.0,46.0,290.0,0.0,4.5,child,normal,0,Caution
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,adult,normal,0,Recommended
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,adult,overweight,0,Recommended
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,adult,normal,1,Caution
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,adult,overweight,2,Caution
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,elderly,normal,2,Caution
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,child,normal,1,Caution
Tempe lamtoro var. gung dengan kuit,0.0,19.6,146.0,0.0,2.3,child,normal,0,Recommended
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,adult,normal,0,Caution
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,adult,overweight,0,Caution
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,adult,normal,1,Caution
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,adult,overweight,2,Not Recommended
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,elderly,normal,2,Not Recommended
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,child,normal,1,Caution
"Kalio ayam, masakan",0.0,4.4,203.0,534.0,13.5,child,normal,0,Caution
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,adult,normal,0,Recommended
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,adult,overweight,0,Recommended
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,adult,normal,1,Not Recommended
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,adult,overweight,2,Not Recommended
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,elderly,normal,2,Not Recommended
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,child,normal,1,Not Recommended
Silky Pudding Taro Flavour,11.0,16.0,15.0,45.0,1.5,child,normal,0,Caution
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,adult,normal,0,Recommended
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,adult,overweight,0,Recommended
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,adult,normal,1,Caution
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,adult,overweight,2,Caution
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,elderly,normal,2,Caution
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,child,normal,1,Caution
"Talas bogor, segar",0.0,25.0,108.0,10.0,0.4,child,normal,0,Recommended
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,adult,normal,0,Recommended
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,adult,overweight,0,Caution
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,adult,normal,1,Not Recommended
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,adult,overweight,2,Not Recommended
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,elderly,normal,2,Not Recommended
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,child,normal,1,Not Recommended
Niu Zuzu rasa coklat,18.0,22.0,120.0,110.0,3.0,child,normal,0,Caution
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,adult,normal,0,Recommended
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,adult,overweight,0,Recommended
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,adult,normal,1,Recommended
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,adult,overweight,2,Recommended
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,elderly,normal,2,Recommended
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,child,normal,1,Recommended
"Jeruk bali, segar",0.0,12.4,48.0,21.0,0.2,child,normal,0,Recommended
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,adult,normal,0,Recommended
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,adult,overweight,0,Recommended
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,adult,normal,1,Caution
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,adult,overweight,2,Caution
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,elderly,normal,2,Caution
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,child,normal,1,Caution
Delfi ChaCha Peanut,0.0,17.0,160.0,10.0,8.0,child,normal,0,Recommended
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,adult,normal,0,Caution
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,adult,overweight,0,Caution
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,adult,normal,1,Not Recommended
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,adult,overweight,2,Not Recommended
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,elderly,normal,2,Not Recommended
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,child,normal,1,Not Recommended
"Kacang endel, biji",0.0,58.0,331.0,12.0,1.0,child,normal,0,Caution
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,adult,normal,0,Not Recommended
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,adult,overweight,0,Not Recommended
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,adult,normal,1,Not Recommended
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,adult,overweight,2,Not Recommended
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,elderly,normal,2,Not Recommended
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,child,normal,1,Not Recommended
Bihun goreng instan,0.0,80.3,381.0,928.0,3.9,child,normal,0,Not Recommended
Mie ayam,0.0,10.5,102.0,279.0,3.9,adult,normal,0,Recommended
Mie ayam,0.0,10.5,102.0,279.0,3.9,adult,overweight,0,Recommended
Mie ayam,0.0,10.5,102.0,279.0,3.9,adult,normal,1,Caution
Mie ayam,0.0,10.5,102.0,279.0,3.9,adult,overweight,2,Caution
Mie ayam,0.0,10.5,102.0,279.0,3.9,elderly,normal,2,Caution
Mie ayam,0.0,10.5,102.0,279.0,3.9,child,normal,1,Caution
Mie ayam,0.0,10.5,102.0,279.0,3.9,child,normal,0,Recommended
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,adult,normal,0,Caution
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,adult,overweight,0,Caution
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,adult,normal,1,Not Recommended
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,adult,overweight,2,Not Recommended
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,elderly,normal,2,Not Recommended
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,child,normal,1,Not Recommended
"Koro benguk, biji",0.0,55.0,332.0,42.0,3.0,child,normal,0,Caution
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,adult,normal,0,Caution
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,adult,overweight,0,Caution
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,adult,normal,1,Not Recommended
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,adult,overweight,2,Not Recommended
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,elderly,normal,2,Not Recommended
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,child,normal,1,Not Recommended
Nongshim Shin cup,1.9,46.8,309.0,0.0,6.0,child,normal,0,Caution
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,adult,normal,0,Caution
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,adult,overweight,0,Caution
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,adult,normal,1,Not Recommended
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,adult,overweight,2,Not Recommended
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,elderly,normal,2,Not Recommended
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,child,normal,1,Not Recommended
Biji nangka / Biji salak,0.0,51.1,262.0,10.0,5.4,child,normal,0,Caution
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,adult,normal,0,Caution
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,adult,overweight,0,Caution
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,adult,normal,1,Not Recommended
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,adult,overweight,2,Not Recommended
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,elderly,normal,2,Not Recommended
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,child,normal,1,Not Recommended
Emping (keripik melinjo),0.0,71.5,345.0,0.0,1.5,child,normal,0,Caution
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,adult,normal,0,Recommended
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,adult,overweight,0,Recommended
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,adult,normal,1,Recommended
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,adult,overweight,2,Recommended
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,elderly,normal,2,Recommended
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,child,normal,1,Recommended
"Soto bandung, masakan",0.0,2.8,42.0,0.0,1.7,child,normal,0,Recommended
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,adult,normal,0,Caution
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,adult,overweight,0,Caution
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,adult,normal,1,Not Recommended
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,adult,overweight,2,Not Recommended
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,elderly,normal,2,Not Recommended
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,child,normal,1,Not Recommended
Origo coffe avocado coffe,14.12,22.46,160.0,0.0,6.02,child,normal,0,Caution
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,adult,normal,0,Caution
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,adult,overweight,0,Not Recommended
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,adult,normal,1,Not Recommended
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,adult,overweight,2,Not Recommended
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,elderly,normal,2,Not Recommended
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,child,normal,1,Not Recommended
Subway sweet onion chicken teriyaki sandwich,16.0,58.0,370.0,0.0,4.5,child,normal,0,Not Recommended
Komak polong,0.0,21.2,99.0,15.0,0.1,adult,normal,0,Recommended
Komak polong,0.0,21.2,99.0,15.0,0.1,adult,overweight,0,Recommended
Komak polong,0.0,21.2,99.0,15.0,0.1,adult,normal,1,Recommended
Komak polong,0.0,21.2,99.0,15.0,0.1,adult,overweight,2,Caution
Komak polong,0.0,21.2,99.0,15.0,0.1,elderly,normal,2,Caution
Komak polong,0.0,21.2,99.0,15.0,0.1,child,normal,1,Recommended
Komak polong,0.0,21.2,99.0,15.0,0.1,child,normal,0,Recommended
Hazelnut,0.0,16.7,628.0,0.0,60.75,adult,normal,0,Caution
Hazelnut,0.0,16.7,628.0,0.0,60.75,adult,overweight,0,Caution
Hazelnut,0.0,16.7,628.0,0.0,60.75,adult,normal,1,Not Recommended
Hazelnut,0.0,16.7,628.0,0.0,60.75,adult,overweight,2,Not Recommended
Hazelnut,0.0,16.7,628.0,0.0,60.75,elderly,normal,2,Not Recommended
Hazelnut,0.0,16.7,628.0,0.0,60.75,child,normal,1,Not Recommended
Hazelnut,0.0,16.7,628.0,0.0,60.75,child,normal,0,Caution
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,adult,normal,0,Recommended
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,adult,overweight,0,Recommended
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,adult,normal,1,Caution
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,adult,overweight,2,Caution
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,elderly,normal,2,Caution
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,child,normal,1,Caution
Sariroti roti tawar kupas,1.0,19.0,110.0,170.0,2.0,child,normal,0,Recommended
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,adult,normal,0,Recommended
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,adult,overweight,0,Recommended
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,adult,normal,1,Caution
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,adult,overweight,2,Caution
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,elderly,normal,2,Caution
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,child,normal,1,Caution
"Andewi, segar",0.0,5.3,226.0,29.0,0.2,child,normal,0,Recommended
Mie bakso,0.0,16.4,114.0,760.0,3.0,adult,normal,0,Caution
Mie bakso,0.0,16.4,114.0,760.0,3.0,adult,overweight,0,Caution
Mie bakso,0.0,16.4,114.0,760.0,3.0,adult,normal,1,Caution
Mie bakso,0.0,16.4,114.0,760.0,3.0,adult,overweight,2,Caution
Mie bakso,0.0,16.4,114.0,760.0,3.0,elderly,normal,2,Not Recommended
Mie bakso,0.0,16.4,114.0,760.0,3.0,child,normal,1,Caution
Mie bakso,0.0,16.4,114.0,760.0,3.0,child,normal,0,Caution
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,adult,normal,0,Caution
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,adult,overweight,0,Caution
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,adult,normal,1,Not Recommended
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,adult,overweight,2,Not Recommended
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,elderly,normal,2,Not Recommended
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,child,normal,1,Not Recommended
Kin bulgarian yogurt orange,27.0,28.0,150.0,0.0,2.5,child,normal,0,Caution
Tapai singkong,0.0,40.2,169.0,0.0,0.3,adult,normal,0,Recommended
Tapai singkong,0.0,40.2,169.0,0.0,0.3,adult,overweight,0,Recommended
Tapai singkong,0.0,40.2,169.0,0.0,0.3,adult,normal,1,Caution
Tapai singkong,0.0,40.2,169.0,0.0,0.3,adult,overweight,2,Caution
Tapai singkong,0.0,40.2,169.0,0.0,0.3,elderly,normal,2,Caution
Tapai singkong,0.0,40.2,169.0,0.0,0.3,child,normal,1,Caution
Tapai singkong,0.0,40.2,169.0,0.0,0.3,child,normal,0,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,adult,normal,0,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,adult,overweight,0,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,adult,normal,1,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,adult,overweight,2,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,elderly,normal,2,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,child,normal,1,Recommended
"Buncis, segar",0.0,7.2,34.0,8.0,0.3,child,normal,0,Recommended
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,adult,normal,0,Recommended
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,adult,overweight,0,Recommended
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,adult,normal,1,Recommended
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,adult,overweight,2,Caution
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,elderly,normal,2,Caution
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,child,normal,1,Recommended
Biskuit serena egg rolls chocolate,4.0,8.0,80.0,0.0,4.5,child,normal,0,Recommended
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,adult,normal,0,Caution
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,adult,overweight,0,Caution
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,adult,normal,1,Caution
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,adult,overweight,2,Not Recommended
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,elderly,normal,2,Not Recommended
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,child,normal,1,Caution
Ikan Mujahir / mujair goreng,0.0,0.0,416.0,54.0,23.9,child,normal,0,Caution
Kue ku temu,0.0,49.6,214.0,0.0,0.2,adult,normal,0,Caution
Kue ku temu,0.0,49.6,214.0,0.0,0.2,adult,overweight,0,Caution
Kue ku temu,0.0,49.6,214.0,0.0,0.2,adult,normal,1,Not Recommended
Kue ku temu,0.0,49.6,214.0,0.0,0.2,adult,overweight,2,Not Recommended
Kue ku temu,0.0,49.6,214.0,0.0,0.2,elderly,normal,2,Not Recommended
Kue ku temu,0.0,49.6,214.0,0.0,0.2,child,normal,1,Not Recommended
Kue ku temu,0.0,49.6,214.0,0.0,0.2,child,normal,0,Caution
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,adult,normal,0,Caution
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,adult,overweight,0,Caution
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,adult,normal,1,Not Recommended
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,adult,overweight,2,Not Recommended
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,elderly,normal,2,Not Recommended
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,child,normal,1,Not Recommended
Coklat Ferrero rocher,15.0,18.0,238.0,0.0,16.0,child,normal,0,Caution
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,adult,normal,0,Recommended
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,adult,overweight,0,Recommended
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,adult,normal,1,Caution
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,adult,overweight,2,Caution
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,elderly,normal,2,Caution
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,child,normal,1,Caution
Outback steackhouse outback special,0.0,0.0,280.0,0.0,9.0,child,normal,0,Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,adult,normal,0,Not Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,adult,overweight,0,Not Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,adult,normal,1,Not Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,adult,overweight,2,Not Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,elderly,normal,2,Not Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,child,normal,1,Not Recommended
The coffe bean & tea leaf mocha ice blended drink,55.0,67.0,350.0,0.0,7.0,child,normal,0,Not Recommended
